model_id	analysis_cohort	response_variable	model_family	country_filter	year_window	n_country_year_cells	n_countries	covariates	random_effects	weighting_scheme	estimate_term	effect_scale	effect_estimate	ci_lower	ci_upper	p_value	q_value	sensitivity_label	focal_exposure_family	excluded_country_iso3	notes	exposure_formula_id	exposure_lambda	exposure_gamma	exposure_delta_prn	uses_ipw_response
m7_leave_one_country_out_ap_exposure_v2_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.2967182318490278	0.29420331394132715	2.2992331497567284	0.01123857302374584	0.01123857302374584	leave_one_country_out_ap_exposure_v2	v2	GBR	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_GTM_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GTM	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	1.2164013157568214	1.0176687745443018	1.415133856969341	3.694793842810449e-33	1.4779175371241796e-32	leave_one_country_out_ap_exposure_v2	v2	GTM	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=GTM	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_GTM_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GTM	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.4430183980480498	1.136421314484665	1.7496154816114344	2.8392389522363265e-20	5.678477904472653e-20	leave_one_country_out_ap_exposure_v2	v2	GTM	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=GTM	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_GTM_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GTM	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.276036821274218	2.5440873188163593	4.0079863237320765	1.747315759148099e-18	2.329754345530799e-18	leave_one_country_out_ap_exposure_v2	v2	GTM	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=GTM	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_GTM_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GTM	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.2775915301937188	0.6254108705971044	1.9297721897903333	0.0001232606820481168	0.0001232606820481168	leave_one_country_out_ap_exposure_v2	v2	GTM	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=GTM	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_JPN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=JPN	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	4.099410803562273	3.3515049150106364	4.84731669211391	6.3847154898020625e-27	1.2769430979604125e-26	leave_one_country_out_ap_exposure_v2	v2	JPN	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=JPN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_JPN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=JPN	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.6156060485838164	1.078371759697962	2.1528403374696707	3.76409668957584e-09	5.01879558610112e-09	leave_one_country_out_ap_exposure_v2	v2	JPN	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=JPN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_JPN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=JPN	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	9.02745096650737	7.5964384638998075	10.458463469114932	4.065581628255361e-35	1.6262326513021444e-34	leave_one_country_out_ap_exposure_v2	v2	JPN	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=JPN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_JPN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=JPN	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	-23.78562395268884	-31.962309424042324	-15.608938481335356	1.1871933090069719e-08	1.1871933090069719e-08	leave_one_country_out_ap_exposure_v2	v2	JPN	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=JPN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_NZL_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=NZL	2000-2024	27	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	1.6551065954947577	1.3845664946442908	1.9256466963452246	3.967562622025815e-33	1.587025048810326e-32	leave_one_country_out_ap_exposure_v2	v2	NZL	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=NZL	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_NZL_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=NZL	2000-2024	27	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	2.868653367503214	2.370981376033515	3.3663253589729134	1.3466352746279013e-29	2.6932705492558026e-29	leave_one_country_out_ap_exposure_v2	v2	NZL	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=NZL	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_NZL_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=NZL	2000-2024	27	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	4.6348858322537385	3.768928252927117	5.50084341158036	9.546524569591973e-26	1.272869942612263e-25	leave_one_country_out_ap_exposure_v2	v2	NZL	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=NZL	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_NZL_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=NZL	2000-2024	27	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	2.8677538787001815	2.013203863812146	3.722303893588217	4.7844313285430065e-11	4.7844313285430065e-11	leave_one_country_out_ap_exposure_v2	v2	NZL	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=NZL	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_USA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	-2.822117298735811	-3.8202182352601155	-1.8240163622115069	2.9925113841468475e-08	1.197004553658739e-07	leave_one_country_out_ap_exposure_v2	v2	USA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_USA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	-2.7155678899936184	-4.29459007012624	-1.1365457098609963	0.0007495970894497846	0.000999462785933046	leave_one_country_out_ap_exposure_v2	v2	USA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_USA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	0.5166881309395348	-0.6339127630717885	1.667289024950858	0.3787745910488256	0.3787745910488256	leave_one_country_out_ap_exposure_v2	v2	USA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_USA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	-31.528173483674152	-45.8288272694254	-17.2275196979229	1.5522057121094887e-05	3.1044114242189774e-05	leave_one_country_out_ap_exposure_v2	v2	USA	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_ZAF_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=ZAF	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	1.1812467952808459	0.9836374535672661	1.3788561369944257	1.0520711866430213e-31	4.208284746572085e-31	leave_one_country_out_ap_exposure_v2	v2	ZAF	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=ZAF	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_ZAF_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=ZAF	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.6955732892345357	1.3404023085575736	2.050744269911498	8.205730661134838e-21	1.6411461322269677e-20	leave_one_country_out_ap_exposure_v2	v2	ZAF	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=ZAF	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_ZAF_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=ZAF	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.2697208979155787	2.54186645702149	3.9975753388096673	1.3102161924863556e-18	1.7469549233151407e-18	leave_one_country_out_ap_exposure_v2	v2	ZAF	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=ZAF	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v2_exclude_ZAF_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=ZAF	2000-2024	28	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.8482815148510021	1.1342922117755445	2.5622708179264597	3.8996946268737094e-07	3.8996946268737094e-07	leave_one_country_out_ap_exposure_v2	v2	ZAF	workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;leave_one_country_out=ZAF	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v1_score	log_odds	2.1266855008495407	1.8008751315717553	2.452495870127326	1.7791911736475741e-37	7.1167646945902966e-37	leave_one_country_out_ap_exposure_v1	v1	BRA	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	2.0357520162533085	1.5667381503848374	2.5047658821217795	1.7792481469659298e-17	3.5584962939318595e-17	leave_one_country_out_ap_exposure_v1	v1	BRA	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	-5.9877133638227065	-8.089958188687175	-3.885468538958237	2.369971117646139e-08	3.1599614901948516e-08	leave_one_country_out_ap_exposure_v1	v1	BRA	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.0827690436855488	0.40246723998285494	1.7630708473882426	0.0018113489748974563	0.0018113489748974563	leave_one_country_out_ap_exposure_v1	v1	BRA	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v1_score	log_odds	1.5973429361828357	1.3188203728102723	1.8758654995553992	2.572962568639919e-29	5.145925137279838e-29	leave_one_country_out_ap_exposure_v1	v1	CHN	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	2.7416834141143895	2.27396186598356	3.209404962245219	1.496635381150205e-30	5.98654152460082e-30	leave_one_country_out_ap_exposure_v1	v1	CHN	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	0.8897237570249936	0.23908467796286537	1.5403628360871218	0.007357287871720044	0.007357287871720044	leave_one_country_out_ap_exposure_v1	v1	CHN	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.4879902684275697	0.7061651604164889	2.2698153764386504	0.00019123372837767107	0.0002549783045035614	leave_one_country_out_ap_exposure_v1	v1	CHN	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v1_score	log_odds	1.1148849238786949	0.8983749859498059	1.3313948618075837	5.949684616580604e-24	2.3798738466322417e-23	leave_one_country_out_ap_exposure_v1	v1	FRA	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.8413462486620125	1.4367884214412832	2.2459040758827418	4.623207936548496e-19	9.246415873096993e-19	leave_one_country_out_ap_exposure_v1	v1	FRA	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	1.027383829519017	0.40842120141585925	1.6463464576221747	0.0011407222440180658	0.0011784732631915432	leave_one_country_out_ap_exposure_v1	v1	FRA	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	0.9796449458528205	0.38775819942629264	1.5715316922793483	0.0011784732631915432	0.0011784732631915432	leave_one_country_out_ap_exposure_v1	v1	FRA	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v1_score	log_odds	1.2364345027619954	1.0086203971186851	1.4642486084053057	1.9904123947785712e-26	7.961649579114285e-26	leave_one_country_out_ap_exposure_v1	v1	GBR	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.746456366789251	1.3554747324455847	2.1374380011329173	2.0405595494825193e-18	4.0811190989650386e-18	leave_one_country_out_ap_exposure_v1	v1	GBR	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v1_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	0.21468611898074402	-0.4327606817030613	0.8621329196645493	0.5157477213479862	0.5157477213479862	leave_one_country_out_ap_exposure_v1	v1	GBR	workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
